player_id,game_pk,fly_outs,ground_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,at_bats,ground_into_double_play,ground_into_triple_play,plate_appearances,total_bases,rbi,left_on_base,sac_bunts,sac_flies,game_date,playerID,nameFirst,nameLast,birthDate,birthYear,birthMonth,birthDay,debut,finalGame,bbrefID,debut_year,final_year
407781,415602,0,0,0,2,1,0,0,0,0,3,0,4,0,0,4,7,4,2,0,0,2015-08-30,byrdma01,Marlon,Byrd,1977-08-30,1977,8,30,2002-09-08,2016-05-31,byrdma01,2002,2016
407822,380605,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2014-04-05,delarjo01,Jorge,De La Rosa,1981-04-05,1981,4,5,2004-08-14,2018-09-30,rosajo01,2004,2018
407893,263891,1,0,1,0,0,0,3,1,0,0,0,4,0,0,5,0,0,2,0,0,2010-04-11,teixema01,Mark,Teixeira,1980-04-11,1980,4,11,2003-04-01,2016-10-02,teixema01,2003,2016
408045,413825,1,1,0,0,0,0,0,0,0,1,0,5,0,0,5,1,0,1,0,0,2015-04-19,mauerjo01,Joe,Mauer,1983-04-19,1983,4,19,2004-04-05,2018-09-30,mauerjo01,2004,2018
408045,447066,1,2,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,3,0,0,2016-04-19,mauerjo01,Joe,Mauer,1983-04-19,1983,4,19,2004-04-05,2018-09-30,mauerjo01,2004,2018
408045,490314,0,1,0,1,0,0,1,0,0,1,0,4,0,0,4,2,1,0,0,0,2017-04-19,mauerjo01,Joe,Mauer,1983-04-19,1983,4,19,2004-04-05,2018-09-30,mauerjo01,2004,2018
408234,380775,2,1,0,0,0,0,1,1,0,0,0,4,0,0,5,0,1,1,0,0,2014-04-18,cabremi01,Miguel,Cabrera,1983-04-18,1983,4,18,2003-06-20,2022-10-04,cabremi01,2003,2022
408234,413808,0,0,0,0,0,0,1,1,0,1,0,2,0,0,3,1,1,0,0,0,2015-04-18,cabremi01,Miguel,Cabrera,1983-04-18,1983,4,18,2003-06-20,2022-10-04,cabremi01,2003,2022
408234,490301,0,1,1,0,0,1,2,0,0,1,0,4,0,0,4,4,1,1,0,0,2017-04-18,cabremi01,Miguel,Cabrera,1983-04-18,1983,4,18,2003-06-20,2022-10-04,cabremi01,2003,2022
408234,529669,0,1,1,1,0,1,1,0,0,2,0,4,0,0,4,6,1,0,0,0,2018-04-18,cabremi01,Miguel,Cabrera,1983-04-18,1983,4,18,2003-06-20,2022-10-04,cabremi01,2003,2022
408234,565518,1,2,1,1,0,0,0,0,0,2,0,4,1,0,5,3,2,2,0,1,2019-04-18,cabremi01,Miguel,Cabrera,1983-04-18,1983,4,18,2003-06-20,2022-10-04,cabremi01,2003,2022
408236,414086,0,0,0,1,0,0,0,0,0,2,0,3,0,0,3,3,1,0,0,0,2015-05-08,gonzaad01,Adrian,Gonzalez,1982-05-08,1982,5,8,2004-04-18,2018-06-10,gonzaad01,2004,2018
408236,447329,0,2,0,0,0,0,2,1,1,0,0,4,0,0,5,0,0,7,0,0,2016-05-08,gonzaad01,Adrian,Gonzalez,1982-05-08,1982,5,8,2004-04-18,2018-06-10,gonzaad01,2004,2018
408236,529943,0,2,0,0,0,0,1,1,0,0,0,3,1,0,4,0,1,2,0,0,2018-05-08,gonzaad01,Adrian,Gonzalez,1982-05-08,1982,5,8,2004-04-18,2018-06-10,gonzaad01,2004,2018
408241,447649,0,1,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,2016-05-31,peavyja01,Jake,Peavy,1981-05-31,1981,5,31,2002-06-22,2016-09-21,peavyja01,2002,2016
408252,381750,1,1,2,0,0,1,1,1,1,1,0,4,0,0,5,4,2,0,0,0,2014-06-28,phillbr01,Brandon,Phillips,1981-06-28,1981,6,28,2002-09-13,2018-09-30,phillbr01,2002,2018
408252,414786,0,0,1,0,0,1,1,0,0,1,0,3,0,0,3,4,1,1,0,0,2015-06-28,phillbr01,Brandon,Phillips,1981-06-28,1981,6,28,2002-09-13,2018-09-30,phillbr01,2002,2018
408252,448018,1,2,1,0,0,0,1,0,0,1,1,5,0,0,6,1,0,0,0,0,2016-06-28,phillbr01,Brandon,Phillips,1981-06-28,1981,6,28,2002-09-13,2018-09-30,phillbr01,2002,2018
408252,491265,0,3,1,0,0,0,0,0,0,1,0,4,0,0,4,1,0,0,0,0,2017-06-28,phillbr01,Brandon,Phillips,1981-06-28,1981,6,28,2002-09-13,2018-09-30,phillbr01,2002,2018
408314,491046,0,1,0,0,0,0,0,1,1,1,0,3,0,0,4,1,0,2,0,0,2017-06-11,reyesjo01,Jose,Reyes,1983-06-11,1983,6,11,2003-06-10,2018-09-30,reyesjo01,2003,2018
421124,348761,1,1,2,0,0,0,0,0,0,2,0,4,0,0,4,2,0,1,0,0,2013-08-31,santira01,Ramon,Santiago,1979-08-31,1979,8,31,2002-05-17,2014-09-27,santira01,2002,2014
421685,244653,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,1,2,0,0,0,2009-05-09,haranaa01,Aaron,Harang,1978-05-09,1978,5,9,2002-05-25,2015-10-03,haranaa01,2002,2015
421685,414104,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,2015-05-09,haranaa01,Aaron,Harang,1978-05-09,1978,5,9,2002-05-25,2015-10-03,haranaa01,2002,2015
425509,490856,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2017-05-28,peraljh01,Jhonny,Peralta,1982-05-28,1982,5,28,2003-06-12,2017-06-06,peraljh01,2003,2017
425557,414694,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2015-06-21,bakerje03,Jeff,Baker,1981-06-21,1981,6,21,2005-04-04,2015-07-07,bakerje03,2005,2015
425626,69977,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2007-08-19,capuach01,Chris,Capuano,1978-08-19,1978,8,19,2003-05-04,2016-05-25,capuach01,2003,2016
425766,414078,2,1,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,2,0,0,2015-05-07,loneyja01,James,Loney,1984-05-07,1984,5,7,2006-04-04,2016-10-02,loneyja01,2006,2016
425783,530823,0,0,0,0,0,0,3,0,0,1,0,5,0,0,5,1,0,0,0,0,2018-07-13,choosh01,Shin-Soo,Choo,1982-07-13,1982,7,13,2005-04-21,2020-09-27,choosh01,2005,2020
425783,566812,0,2,2,0,0,1,0,1,0,1,1,3,0,0,5,4,1,0,0,0,2019-07-13,choosh01,Shin-Soo,Choo,1982-07-13,1982,7,13,2005-04-21,2020-09-27,choosh01,2005,2020
425784,348345,1,1,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,2,0,0,2013-07-31,riverre01,Rene,Rivera,1983-07-31,1983,7,31,2004-09-22,2021-08-01,riverre01,2004,2021
425784,448428,0,1,0,0,0,0,2,1,0,0,0,3,0,0,4,0,0,2,0,0,2016-07-31,riverre01,Rene,Rivera,1983-07-31,1983,7,31,2004-09-22,2021-08-01,riverre01,2004,2021
425794,246149,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2009-08-30,wainwad01,Adam,Wainwright,1981-08-30,1981,8,30,2005-09-11,2022-10-02,wainwad01,2005,2022
425794,448841,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2016-08-30,wainwad01,Adam,Wainwright,1981-08-30,1981,8,30,2005-09-11,2022-10-02,wainwad01,2005,2022
425834,415475,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,2015-08-21,uptonbj01,B. J.,Upton,1984-08-21,1984,8,21,2004-08-02,2016-10-02,uptonbj01,2004,2016
425834,448720,0,1,1,0,0,1,2,0,0,1,0,4,0,0,4,4,1,2,0,0,2016-08-21,uptonbj01,B. J.,Upton,1984-08-21,1984,8,21,2004-08-02,2016-10-02,uptonbj01,2004,2016
425877,530813,0,1,0,0,0,0,1,0,0,1,0,3,0,0,3,1,1,1,0,0,2018-07-13,molinya01,Yadier,Molina,1982-07-13,1982,7,13,2004-06-03,2022-10-05,molinya01,2004,2022
425902,264272,0,0,2,0,0,1,2,1,0,1,0,4,0,0,5,4,1,3,0,0,2010-05-09,fieldpr01,Prince,Fielder,1984-05-09,1984,5,9,2005-06-13,2016-07-18,fieldpr01,2005,2016
425902,414108,1,1,0,0,0,0,0,0,0,2,0,5,0,0,5,2,0,4,0,0,2015-05-09,fieldpr01,Prince,Fielder,1984-05-09,1984,5,9,2005-06-13,2016-07-18,fieldpr01,2005,2016
425902,447342,1,2,0,0,0,0,0,1,0,1,0,4,0,0,5,1,0,2,0,0,2016-05-09,fieldpr01,Prince,Fielder,1984-05-09,1984,5,9,2005-06-13,2016-07-18,fieldpr01,2005,2016
429666,319535,1,0,1,1,0,0,1,1,0,1,0,4,0,0,5,2,2,1,0,0,2012-08-19,hardyjj01,J. J.,Hardy,1982-08-19,1982,8,19,2005-04-04,2017-10-01,hardyjj01,2005,2017
429666,382412,1,1,1,0,0,0,0,0,0,1,0,4,0,0,4,1,0,2,0,0,2014-08-19,hardyjj01,J. J.,Hardy,1982-08-19,1982,8,19,2005-04-04,2017-10-01,hardyjj01,2005,2017
429666,415447,1,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,3,0,0,2015-08-19,hardyjj01,J. J.,Hardy,1982-08-19,1982,8,19,2005-04-04,2017-10-01,hardyjj01,2005,2017
429666,448680,1,0,0,0,0,0,1,0,0,1,0,4,0,0,4,1,0,2,0,0,2016-08-19,hardyjj01,J. J.,Hardy,1982-08-19,1982,8,19,2005-04-04,2017-10-01,hardyjj01,2005,2017
429717,348981,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2013-09-17,harenda01,Dan,Haren,1980-09-17,1980,9,17,2003-06-30,2015-10-04,harenda01,2003,2015
429719,289049,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,2011-09-09,jacksed01,Edwin,Jackson,1983-09-09,1983,9,9,2003-09-09,2019-09-28,jacksed01,2003,2019
429719,319827,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2012-09-09,jacksed01,Edwin,Jackson,1983-09-09,1983,9,9,2003-09-09,2019-09-28,jacksed01,2003,2019
429719,492226,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2017-09-09,jacksed01,Edwin,Jackson,1983-09-09,1983,9,9,2003-09-09,2019-09-28,jacksed01,2003,2019
429781,235714,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,2008-08-24,correke01,Kevin,Correia,1980-08-24,1980,8,24,2003-07-10,2015-07-04,correke01,2003,2015
430945,265372,1,0,1,0,0,0,1,0,0,2,0,4,0,0,4,2,0,1,0,0,2010-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430945,319288,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,2,0,0,2012-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430945,348359,0,0,0,0,0,0,2,0,0,1,0,4,0,0,4,1,0,1,0,0,2013-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430945,382177,1,2,0,0,0,0,1,0,0,0,0,4,1,0,4,0,0,5,0,0,2014-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430945,415202,1,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,3,0,0,2015-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430945,491685,1,1,0,0,0,0,0,0,0,2,0,5,0,0,5,2,1,3,0,0,2017-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430945,531025,1,1,0,0,0,0,1,0,0,1,0,5,0,0,5,1,0,3,0,0,2018-08-01,jonesad01,Adam,Jones,1985-08-01,1985,8,1,2006-07-14,2019-09-28,jonesad01,2006,2019
430948,413821,2,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,4,0,0,2015-04-19,callaal01,Alberto,Callaspo,1983-04-19,1983,4,19,2006-08-06,2015-08-19,callaal01,2006,2015
431162,287746,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2011-06-02,staufti01,Tim,Stauffer,1982-06-02,1982,6,2,2005-05-11,2015-10-01,staufti01,2005,2015
432928,288057,1,0,0,1,0,0,2,0,0,1,0,4,0,0,4,2,0,1,0,0,2011-06-25,scottlu01,Luke,Scott,1978-06-25,1978,6,25,2005-04-05,2013-09-27,scottlu01,2005,2013
433217,413725,0,1,0,0,0,0,1,0,0,2,0,4,0,0,4,2,0,3,0,0,2015-04-11,blancan01,Andres,Blanco,1984-04-11,1984,4,11,2004-04-17,2017-09-12,blancan01,2004,2017
433217,490211,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2017-04-11,blancan01,Andres,Blanco,1984-04-11,1984,4,11,2004-04-17,2017-09-12,blancan01,2004,2017
434540,414692,0,2,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,3,0,0,2015-06-21,jonesga02,Garrett,Jones,1981-06-21,1981,6,21,2007-05-15,2015-07-29,jonesga02,2007,2015
434628,415633,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2015-09-02,hammeja01,Jason,Hammel,1982-09-02,1982,9,2,2006-04-11,2018-09-27,hammeja01,2006,2018
434636,448085,0,3,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,2016-07-02,paganan01,Angel,Pagan,1981-07-02,1981,7,2,2006-04-03,2016-10-02,paganan01,2006,2016
434778,414675,2,1,1,0,0,1,0,0,0,1,0,4,0,0,4,4,2,0,0,0,2015-06-20,moralke01,Kendrys,Morales,1983-06-20,1983,6,20,2006-05-23,2019-06-11,moralke01,2006,2019
434778,491169,0,1,0,1,0,0,0,0,0,2,0,4,0,0,4,3,0,1,0,0,2017-06-20,moralke01,Kendrys,Morales,1983-06-20,1983,6,20,2006-05-23,2019-06-11,moralke01,2006,2019
434778,530504,0,0,2,0,0,1,0,1,0,2,0,3,0,0,4,5,2,1,0,0,2018-06-20,moralke01,Kendrys,Morales,1983-06-20,1983,6,20,2006-05-23,2019-06-11,moralke01,2006,2019
435043,244367,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2009-04-19,dukeza01,Zach,Duke,1983-04-19,1983,4,19,2005-07-02,2019-06-29,dukeza01,2005,2019
435062,414980,0,2,1,0,0,0,1,0,0,1,0,4,0,0,4,1,0,1,0,0,2015-07-12,kendrho01,Howie,Kendrick,1983-07-12,1983,7,12,2006-04-26,2020-09-05,kendrho01,2006,2020
435062,567103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2019-07-12,kendrho01,Howie,Kendrick,1983-07-12,1983,7,12,2006-04-26,2020-09-05,kendrho01,2006,2020
435079,414704,0,1,2,0,0,0,0,1,0,2,0,4,0,0,5,2,1,1,0,0,2015-06-22,kinslia01,Ian,Kinsler,1982-06-22,1982,6,22,2006-04-03,2019-08-12,kinslia01,2006,2019
435079,447947,1,0,0,0,0,0,2,0,0,1,0,5,0,0,5,1,0,3,0,0,2016-06-22,kinslia01,Ian,Kinsler,1982-06-22,1982,6,22,2006-04-03,2019-08-12,kinslia01,2006,2019
435079,491190,0,1,1,0,0,1,2,0,0,2,0,5,0,0,5,5,2,0,0,0,2017-06-22,kinslia01,Ian,Kinsler,1982-06-22,1982,6,22,2006-04-03,2019-08-12,kinslia01,2006,2019
435079,530542,1,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,0,0,2018-06-22,kinslia01,Ian,Kinsler,1982-06-22,1982,6,22,2006-04-03,2019-08-12,kinslia01,2006,2019
435079,566214,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,1,0,0,0,0,2019-06-22,kinslia01,Ian,Kinsler,1982-06-22,1982,6,22,2006-04-03,2019-08-12,kinslia01,2006,2019
435459,264280,2,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,0,2010-05-10,kottage01,George,Kottaras,1983-05-10,1983,5,10,2008-09-13,2014-09-28,kottage01,2008,2014
435522,289070,0,0,0,1,0,0,1,0,0,1,0,3,0,0,3,2,0,0,0,0,2011-09-10,walkene01,Neil,Walker,1985-09-10,1985,9,10,2009-09-01,2020-09-08,walkene01,2009,2020
435522,348901,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,2013-09-10,walkene01,Neil,Walker,1985-09-10,1985,9,10,2009-09-01,2020-09-08,walkene01,2009,2020
435522,382716,1,1,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,7,0,0,2014-09-10,walkene01,Neil,Walker,1985-09-10,1985,9,10,2009-09-01,2020-09-08,walkene01,2009,2020
435522,415743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2015-09-10,walkene01,Neil,Walker,1985-09-10,1985,9,10,2009-09-01,2020-09-08,walkene01,2009,2020
435522,492238,0,1,1,0,0,0,2,1,0,0,0,3,0,0,4,0,0,2,0,0,2017-09-10,walkene01,Neil,Walker,1985-09-10,1985,9,10,2009-09-01,2020-09-08,walkene01,2009,2020
435622,415881,1,1,1,0,0,0,1,1,0,0,0,3,0,0,5,0,1,1,0,1,2015-09-20,desmoia01,Ian,Desmond,1985-09-20,1985,9,20,2009-09-10,2019-09-29,desmoia01,2009,2019
435622,449124,0,2,0,0,0,0,0,0,0,1,0,5,0,0,5,1,0,3,0,0,2016-09-20,desmoia01,Ian,Desmond,1985-09-20,1985,9,20,2009-09-10,2019-09-29,desmoia01,2009,2019
435622,492368,1,1,0,0,0,0,1,1,0,0,0,3,0,0,4,0,0,1,0,0,2017-09-20,desmoia01,Ian,Desmond,1985-09-20,1985,9,20,2009-09-10,2019-09-29,desmoia01,2009,2019
435622,565877,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,2019-09-20,desmoia01,Ian,Desmond,1985-09-20,1985,9,20,2009-09-10,2019-09-29,desmoia01,2009,2019
443558,264990,1,0,0,0,0,0,1,0,0,1,0,4,0,0,4,1,0,5,0,0,2010-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,381800,1,1,1,0,0,1,1,0,0,1,0,4,0,0,4,4,1,1,0,0,2014-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,414831,0,2,2,0,0,1,0,0,0,2,0,5,0,0,5,5,2,2,0,0,2015-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,448057,0,0,1,1,0,0,3,0,0,1,0,4,0,0,4,2,0,2,0,0,2016-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,491319,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2017-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,530660,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2018-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,633529,0,0,0,0,0,0,1,1,0,2,0,4,0,0,5,2,1,0,0,0,2021-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
443558,662492,0,3,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,3,0,0,2022-07-01,cruzne02,Nelson,Cruz,1980-07-01,1980,7,1,2005-09-17,2022-09-13,cruzne02,2005,2022
444482,531210,1,2,0,0,0,0,1,1,0,0,0,4,0,0,5,0,0,1,0,0,2018-08-14,peralda01,David,Peralta,1987-08-14,1987,8,14,2014-06-01,2022-10-05,peralda01,2014,2022
