total_splits,season,num_teams,rank,games_played,games_started,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,era,innings_pitched,wins,losses,saves,save_opportunities,holds,blown_saves,earned_runs,whip,batters_faced,outs,games_pitched,complete_games,shutouts,strikes,strike_percentage,hit_batsmen,balks,wild_pitches,pickoffs,total_bases,ground_outs_to_airouts,win_percentage,pitches_per_inning,games_finished,strikeout_walk_ratio,strikeouts_per9inn,walks_per9inn,hits_per9inn,runs_scored_per9,home_runs_per9,inherited_runners,inherited_runners_scored,catchers_interference,sac_bunts,sac_flies,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
651,2008,1,18,12,0,7,9,2,0,0,0,16,3,0,5,0,.139,36,.205,.139,.344,0,0,.---,1,171,0.82,11.0,0,0,1,1,4,0,1,0.73,40,33,12,0,0,110,.640,0,0,0,0,5,0.78,.---,15.55,4,5.33,13.09,2.45,4.09,1.64,0.00,10,2,0,1,0,138,St. Louis Cardinals,/api/v1/teams/138,435400,Jason Motte,/api/v1/people/435400,Jason,Motte,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,19,10,0,12,14,1,1,0,0,5,0,0,3,0,.088,34,.088,.118,.206,0,0,.---,0,129,0.87,10.1,0,1,0,0,2,0,1,0.29,34,31,10,0,0,82,.640,0,0,1,0,4,0.86,.000,12.48,3,-.--,4.35,0.00,2.61,0.87,0.00,2,0,0,0,0,142,Minnesota Twins,/api/v1/teams/142,467726,Jose Mijares,/api/v1/people/467726,Jose,Mijares,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,20,6,0,11,9,1,0,0,0,7,5,0,5,0,.161,31,.270,.161,.431,0,0,.---,3,131,0.90,10.0,0,0,0,0,0,0,1,1.00,37,30,6,0,0,79,.600,0,0,0,0,5,1.22,.---,13.10,2,1.40,6.30,4.50,4.50,0.90,0.00,5,1,0,0,1,139,Tampa Bay Rays,/api/v1/teams/139,451256,Kurt Birkins,/api/v1/people/451256,Kurt,Birkins,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,21,47,0,94,35,8,8,2,2,30,22,3,47,1,.236,199,.311,.327,.638,0,1,1.000,20,834,1.06,59.2,3,0,11,13,9,2,7,1.16,229,179,47,0,0,514,.620,1,0,0,2,65,2.69,1.000,13.98,21,1.36,4.53,3.32,7.09,1.21,0.30,22,5,0,4,3,133,Oakland Athletics,/api/v1/teams/133,446899,Brad Ziegler,/api/v1/people/446899,Brad,Ziegler,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,22,8,0,10,6,3,2,0,0,8,5,2,9,1,.290,31,.395,.355,.750,0,2,1.000,0,157,1.17,7.2,0,2,1,2,0,1,1,1.83,39,23,8,0,0,98,.620,1,0,1,0,11,1.67,.000,20.48,5,1.60,9.39,5.87,10.57,3.52,0.00,6,4,0,1,1,110,Baltimore Orioles,/api/v1/teams/110,461848,Jim Miller,/api/v1/people/461848,Jim,Miller,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,23,68,0,67,57,13,7,1,5,74,18,4,43,2,.179,240,.242,.279,.521,0,5,1.000,7,1061,1.33,67.2,1,2,39,45,0,6,10,0.90,261,203,68,0,0,685,.650,2,0,2,0,67,1.18,.333,15.68,57,4.11,9.84,2.39,5.72,1.73,0.67,8,4,0,1,0,142,Minnesota Twins,/api/v1/teams/142,150274,Joe Nathan,/api/v1/people/150274,Joe,Nathan,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,24,64,0,77,56,11,5,0,4,77,6,0,41,2,.165,249,.190,.233,.423,1,6,.857,2,979,1.40,70.2,6,5,39,40,0,1,11,0.67,259,212,64,0,0,676,.690,2,0,1,0,58,1.38,.545,13.85,60,12.83,9.81,0.76,5.22,1.40,0.51,20,4,0,1,1,147,New York Yankees,/api/v1/teams/147,121250,Mariano Rivera,/api/v1/people/121250,Mariano,Rivera,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,25,51,0,28,62,10,8,0,3,82,24,1,28,0,.143,196,.233,.230,.463,1,2,.667,0,1027,1.54,58.1,6,2,4,5,14,1,10,0.89,224,175,51,0,0,640,.620,0,0,2,0,45,0.45,.750,17.61,12,3.42,12.65,3.70,4.32,1.54,0.46,44,9,0,1,3,139,Tampa Bay Rays,/api/v1/teams/139,346797,Grant Balfour,/api/v1/people/346797,Grant,Balfour,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,26,7,0,10,3,1,0,0,1,5,1,0,5,1,.217,23,.280,.348,.628,0,1,1.000,0,70,1.59,5.2,0,1,1,2,4,1,1,1.06,25,17,7,0,0,52,.740,1,0,0,0,8,3.33,.000,12.35,2,5.00,7.94,1.59,7.94,1.59,1.59,2,1,0,0,0,144,Atlanta Braves,/api/v1/teams/144,493247,Peter Moylan,/api/v1/people/493247,Peter,Moylan,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,27,63,0,62,68,13,5,0,5,66,19,1,39,6,.169,231,.248,.255,.503,1,2,.667,5,1045,1.60,67.1,2,3,42,45,0,3,12,0.86,260,202,63,0,0,694,.660,6,1,1,2,59,0.91,.400,15.52,57,3.47,8.82,2.54,5.21,1.74,0.67,6,2,0,2,2,118,Kansas City Royals,/api/v1/teams/118,465657,Joakim Soria,/api/v1/people/465657,Joakim,Soria,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,28,52,0,70,54,15,6,1,3,55,22,0,42,1,.190,221,.266,.267,.533,2,3,.600,6,941,1.62,61.0,10,2,0,7,16,7,11,1.05,244,183,52,0,0,566,.600,1,0,1,0,59,1.30,.833,15.43,10,2.50,8.11,3.25,6.20,2.21,0.44,31,14,0,0,0,108,Los Angeles Angels,/api/v1/teams/108,461766,Jose Arredondo,/api/v1/people/461766,Jose,Arredondo,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,29,17,1,17,16,5,3,0,1,13,7,2,14,2,.237,59,.338,.339,.677,1,1,.500,1,271,1.69,16.0,1,0,0,0,2,0,3,1.31,69,48,17,0,0,157,.580,2,1,2,0,20,1.06,1.000,16.94,3,1.86,7.31,3.94,7.88,2.81,0.56,12,1,0,1,0,137,San Francisco Giants,/api/v1/teams/137,429723,Merkin Valdez,/api/v1/people/429723,Merkin,Valdez,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,30,4,3,23,13,5,3,0,0,7,4,0,16,0,.286,56,.328,.339,.667,0,0,.---,3,208,1.76,15.1,0,1,0,0,0,0,3,1.30,63,46,4,0,0,124,.600,0,0,0,0,19,1.77,.000,13.57,0,1.75,4.11,2.35,9.39,2.93,0.00,0,0,0,2,1,138,St. Louis Cardinals,/api/v1/teams/138,112020,Chris Carpenter,/api/v1/people/112020,Chris,Carpenter,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,31,66,0,112,36,15,9,1,3,57,27,7,54,4,.213,254,.298,.291,.589,0,2,1.000,8,1094,1.78,70.2,0,3,5,9,24,4,14,1.15,290,212,66,0,0,651,.600,4,0,3,1,74,3.11,.000,15.48,14,2.11,7.26,3.44,6.88,1.91,0.38,28,14,0,5,0,141,Toronto Blue Jays,/api/v1/teams/141,275933,Scott Downs,/api/v1/people/275933,Scott,Downs,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,32,8,0,4,4,1,1,0,0,6,3,0,5,0,.263,19,.364,.316,.680,0,1,1.000,1,99,1.80,5.0,0,0,0,0,1,0,1,1.60,22,15,8,0,0,61,.620,0,0,0,0,6,1.00,.---,19.80,0,2.00,10.80,5.40,9.00,1.80,0.00,4,2,0,0,0,114,Cleveland Indians,/api/v1/teams/114,457858,Rich Rundles,/api/v1/people/457858,Rich,Rundles,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,33,32,1,29,40,7,4,0,2,33,16,0,18,1,.153,118,.255,.237,.492,0,3,1.000,0,548,1.83,34.1,3,0,1,2,12,1,7,0.99,137,103,32,0,0,327,.600,1,0,1,0,28,0.73,1.000,15.96,5,2.06,8.65,4.19,4.72,1.83,0.52,24,10,0,0,2,147,New York Yankees,/api/v1/teams/147,430663,Brian Bruney,/api/v1/people/430663,Brian,Bruney,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,34,4,4,22,25,5,4,0,3,20,8,0,22,0,.256,86,.316,.407,.723,1,0,.000,2,385,1.88,24.0,0,0,0,0,0,0,5,1.25,97,72,4,0,0,237,.620,0,0,0,0,35,0.88,.---,16.04,0,2.50,7.50,3.00,8.25,1.88,1.13,0,0,0,2,1,158,Milwaukee Brewers,/api/v1/teams/158,451596,Yovani Gallardo,/api/v1/people/451596,Yovani,Gallardo,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,2,35,49,0,43,54,12,2,0,1,39,19,2,34,0,.202,168,.283,.232,.515,5,2,.286,1,699,1.91,47.0,0,2,1,2,5,1,10,1.13,189,141,49,0,0,421,.600,0,1,4,3,39,0.80,.000,14.87,13,2.05,7.47,3.64,6.51,2.30,0.19,47,9,0,2,0,142,Minnesota Twins,/api/v1/teams/142,444520,Craig Breslow,/api/v1/people/444520,Craig,Breslow,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,2,36,4,0,4,3,1,0,1,0,7,6,1,2,0,.125,16,.364,.250,.614,0,1,1.000,0,108,1.93,4.2,0,0,0,0,0,0,1,1.71,22,14,4,0,0,58,.540,0,0,1,0,4,1.33,.---,23.14,2,1.17,13.50,11.57,3.86,1.93,0.00,7,2,0,0,0,135,San Diego Padres,/api/v1/teams/135,456499,Scott Patterson,/api/v1/people/456499,Scott,Patterson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,36,5,1,15,16,4,1,0,1,12,4,0,9,1,.176,51,.246,.255,.501,0,0,.---,1,236,1.93,14.0,0,0,0,0,1,0,3,0.93,57,42,5,0,0,149,.630,1,0,0,0,13,0.94,.---,16.86,0,3.00,7.71,2.57,5.79,2.57,0.64,6,2,0,0,1,139,Tampa Bay Rays,/api/v1/teams/139,456034,David Price,/api/v1/people/456034,David,Price,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,38,72,0,61,53,17,10,1,2,92,35,4,50,1,.198,253,.297,.269,.566,1,8,.889,3,1238,1.95,69.1,2,0,41,41,0,0,15,1.23,292,208,72,0,0,759,.610,1,0,5,0,68,1.15,1.000,17.86,61,2.63,11.94,4.54,6.49,2.21,0.26,1,1,0,2,1,143,Philadelphia Phillies,/api/v1/teams/143,400058,Brad Lidge,/api/v1/people/400058,Brad,Lidge,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,39,59,0,52,51,16,7,1,5,60,22,4,42,2,.207,203,.291,.325,.616,0,4,1.000,4,931,2.00,54.0,3,1,1,5,11,4,12,1.19,230,162,59,0,0,574,.620,2,0,3,0,66,1.02,.750,17.24,20,2.73,10.00,3.67,7.00,2.67,0.83,39,16,1,2,0,146,Florida Marlins,/api/v1/teams/146,406874,Joe Nelson,/api/v1/people/406874,Joe,Nelson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,40,71,0,53,55,11,8,1,0,32,21,4,50,3,.270,185,.347,.324,.671,3,5,.625,4,814,2.02,49.0,5,1,0,0,12,0,11,1.45,214,147,71,0,0,508,.620,3,1,1,3,60,0.96,.833,16.61,10,1.52,5.88,3.86,9.18,2.02,0.00,60,20,0,1,4,119,Los Angeles Dodgers,/api/v1/teams/119,346847,Joe Beimel,/api/v1/people/346847,Joe,Beimel,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,2,41,61,0,20,42,9,4,0,0,40,16,4,28,0,.224,125,.310,.256,.566,0,1,1.000,3,599,2.04,35.1,4,1,2,3,24,1,8,1.25,146,106,61,0,0,389,.650,0,0,1,0,32,0.48,.800,16.95,6,2.50,10.19,4.08,7.13,2.29,0.00,45,8,0,4,1,146,Florida Marlins,/api/v1/teams/146,121125,Arthur Rhodes,/api/v1/people/121125,Arthur,Rhodes,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,2,42,25,25,82,172,38,18,2,11,181,61,2,96,3,.183,526,.270,.287,.557,7,7,.500,2,2457,2.07,148.0,10,2,0,0,0,0,34,1.06,595,444,25,0,0,1564,.640,3,0,3,0,151,0.48,.833,16.60,0,2.97,11.01,3.71,5.84,2.31,0.67,0,0,0,2,3,112,Chicago Cubs,/api/v1/teams/112,425848,Rich Harden,/api/v1/people/425848,Rich,Harden,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,43,6,0,2,6,1,1,0,0,5,3,1,6,0,.316,19,.409,.368,.777,0,0,.---,0,98,2.08,4.1,0,0,0,0,1,0,1,2.08,22,13,6,0,0,58,.590,0,0,1,0,7,0.33,.---,22.62,2,1.67,10.38,6.23,12.46,2.08,0.00,1,0,0,0,0,120,Washington Nationals,/api/v1/teams/120,430101,Chad Cordero,/api/v1/people/430101,Chad,Cordero,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,43,17,0,19,28,5,5,0,0,15,13,1,18,0,.243,74,.344,.311,.655,2,2,.500,1,367,2.08,21.2,1,3,0,1,0,1,5,1.43,93,65,17,0,0,209,.570,0,0,1,0,23,0.68,.250,16.94,9,1.15,6.23,5.40,7.48,2.08,0.00,18,10,0,3,3,140,Texas Rangers,/api/v1/teams/140,407883,Franklyn German,/api/v1/people/407883,Franklyn,German,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,45,16,0,19,17,4,4,0,0,12,12,2,16,2,.250,64,.385,.313,.698,0,1,1.000,3,315,2.12,17.0,0,0,0,0,0,0,4,1.65,78,51,16,0,0,166,.530,2,1,4,0,20,1.12,.---,18.53,8,1.00,6.35,6.35,8.47,2.12,0.00,9,2,0,0,0,145,Chicago White Sox,/api/v1/teams/145,213680,Mike MacDougal,/api/v1/people/213680,Mike,MacDougal,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,1,45,29,0,23,47,13,5,0,3,33,8,1,16,3,.138,116,.211,.259,.470,1,4,.800,0,492,2.12,34.0,3,1,0,0,5,0,8,0.71,130,102,29,0,0,304,.620,3,0,0,0,30,0.49,.750,14.47,8,4.13,8.74,2.12,4.24,3.44,0.79,22,3,0,2,1,137,San Francisco Giants,/api/v1/teams/137,489265,Sergio Romo,/api/v1/people/489265,Sergio,Romo,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
651,2008,2,47,68,0,108,40,20,4,0,3,17,15,6,59,2,.273,216,.319,.333,.652,4,3,.429,12,747,2.12,59.1,4,3,0,2,21,2,14,1.25,241,178,68,0,0,507,.680,2,0,0,1,72,2.70,.571,12.59,9,1.13,2.58,2.28,8.95,3.03,0.46,49,18,0,3,5,139,Tampa Bay Rays,/api/v1/teams/139,136268,Chad Bradford,/api/v1/people/136268,Chad,Bradford,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
