total_splits,season,num_teams,rank,games_played,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,plate_appearances,total_bases,rbi,left_on_base,sac_bunts,sac_flies,babip,ground_outs_to_airouts,catchers_interference,at_bats_per_home_run,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
1173,2007,1,10,34,1,0,0,0,0,0,0,0,0,2,0,.667,3,.667,.667,1.334,0,0,.---,0,8,3,2,0,0,0,0,.667,1.00,0,-.--,114,Cleveland Indians,/api/v1/teams/114,282332,CC Sabathia,/api/v1/people/282332,CC,Sabathia,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,10,2,1,0,0,1,0,0,0,0,0,2,0,.667,3,.667,1.000,1.667,0,0,.---,1,9,3,3,0,1,0,0,.667,1.00,0,-.--,144,Atlanta Braves,/api/v1/teams/144,460261,Clint Sammons,/api/v1/people/460261,Clint,Sammons,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,13,7,0,2,4,0,1,0,1,0,0,5,0,.625,8,.625,.875,1.500,0,0,.---,0,24,8,7,0,2,0,0,.714,0.00,0,-.--,115,Colorado Rockies,/api/v1/teams/115,452234,Seth Smith,/api/v1/people/452234,Seth,Smith,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,14,2,1,1,0,0,1,0,0,0,0,3,0,.600,5,.600,1.000,1.600,0,1,1.000,0,22,5,5,2,0,0,0,.600,1.00,0,-.--,141,Toronto Blue Jays,/api/v1/teams/141,446928,Joe Inglett,/api/v1/people/446928,Joe,Inglett,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,15,67,0,0,0,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,10,2,1,0,0,0,0,1.000,-.--,0,-.--,135,San Diego Padres,/api/v1/teams/135,111492,Doug Brocail,/api/v1/people/111492,Doug,Brocail,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,37,1,0,0,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,11,3,1,1,3,1,0,1.000,1.00,0,-.--,110,Baltimore Orioles,/api/v1/teams/110,434638,Brian Burres,/api/v1/people/434638,Brian,Burres,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,18,1,0,0,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,6,2,1,0,0,0,0,.500,1.00,0,-.--,147,New York Yankees,/api/v1/teams/147,112388,Roger Clemens,/api/v1/people/112388,Roger,Clemens,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,6,1,0,0,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,0,15,3,2,0,2,1,0,1.000,1.00,0,-.--,147,New York Yankees,/api/v1/teams/147,461325,Tyler Clippard,/api/v1/people/461325,Tyler,Clippard,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,69,0,0,0,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,8,2,1,1,2,0,0,1.000,-.--,0,-.--,138,St. Louis Cardinals,/api/v1/teams/138,211041,Ryan Franklin,/api/v1/people/211041,Ryan,Franklin,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,31,0,0,0,0,0,0,2,0,0,2,0,.500,4,.500,.500,1.000,0,0,.---,0,15,4,2,1,2,0,0,1.000,-.--,0,-.--,141,Toronto Blue Jays,/api/v1/teams/141,136880,Roy Halladay,/api/v1/people/136880,Roy,Halladay,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,32,0,0,0,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,5,2,1,0,1,0,0,1.000,-.--,0,-.--,139,Tampa Bay Devil Rays,/api/v1/teams/139,429719,Edwin Jackson,/api/v1/people/429719,Edwin,Jackson,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,34,1,0,0,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,5,2,1,1,0,0,0,.500,1.00,0,-.--,139,Tampa Bay Devil Rays,/api/v1/teams/139,431148,Scott Kazmir,/api/v1/people/431148,Scott,Kazmir,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,28,1,0,1,0,0,0,0,1,0,1,0,.500,2,.667,.500,1.167,0,0,.---,0,12,3,1,0,0,0,0,.500,1.00,0,-.--,140,Texas Rangers,/api/v1/teams/140,434180,Kameron Loe,/api/v1/people/434180,Kameron,Loe,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,3,0,0,0,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,9,2,1,0,1,0,0,1.000,-.--,0,-.--,138,St. Louis Cardinals,/api/v1/teams/138,150426,Mark Mulder,/api/v1/people/150426,Mark,Mulder,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,23,0,0,1,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,7,2,1,0,0,0,0,1.000,-.--,0,-.--,140,Texas Rangers,/api/v1/teams/140,218894,Vicente Padilla,/api/v1/people/218894,Vicente,Padilla,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,24,0,0,0,0,0,0,1,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,7,2,1,0,1,0,0,1.000,-.--,0,-.--,111,Boston Red Sox,/api/v1/teams/111,121811,Curt Schilling,/api/v1/people/121811,Curt,Schilling,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,15,32,0,0,0,0,0,0,1,1,0,1,0,.500,2,.667,.500,1.167,0,0,.---,0,13,3,1,1,1,0,0,1.000,-.--,0,-.--,136,Seattle Mariners,/api/v1/teams/136,132220,Jarrod Washburn,/api/v1/people/132220,Jarrod,Washburn,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,28,9,4,2,1,2,0,0,4,1,0,8,1,.444,18,.500,.556,1.056,0,0,.---,0,69,20,10,3,3,0,0,.571,2.00,0,-.--,136,Seattle Mariners,/api/v1/teams/136,434604,Michael Morse,/api/v1/people/434604,Michael,Morse,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,3,First Base,Infielder,1B,,,ALL,season,hitting
1173,2007,1,29,7,1,2,5,1,0,1,3,1,0,4,0,.400,10,.455,.800,1.255,0,0,.---,0,45,11,8,1,4,0,0,.500,0.50,0,10.00,117,Houston Astros,/api/v1/teams/117,407840,Brandon Backe,/api/v1/people/407840,Brandon,Backe,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,29,28,2,1,0,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,0,14,6,2,1,2,1,0,.500,2.00,0,-.--,110,Baltimore Orioles,/api/v1/teams/110,407853,Erik Bedard,/api/v1/people/407853,Erik,Bedard,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,29,9,3,1,1,1,0,0,2,1,0,4,0,.400,10,.455,.500,.955,0,0,.---,0,43,11,5,2,3,0,0,.500,3.00,0,-.--,140,Texas Rangers,/api/v1/teams/140,425565,Guillermo Quiroz,/api/v1/people/425565,Guillermo,Quiroz,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,29,22,1,0,1,0,0,0,2,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,0,18,5,2,1,0,0,0,.667,1.00,0,-.--,139,Tampa Bay Devil Rays,/api/v1/teams/139,458567,Andy Sonnanstine,/api/v1/people/458567,Andy,Sonnanstine,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,33,29,29,20,12,9,2,0,6,6,0,35,0,.389,90,.427,.533,.960,1,1,.500,5,296,96,48,13,34,0,0,.417,1.45,0,-.--,116,Detroit Tigers,/api/v1/teams/116,340392,Timo Perez,/api/v1/people/340392,Timo,Perez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1173,2007,1,33,18,9,11,12,6,0,3,14,5,0,21,0,.389,54,.433,.667,1.100,0,0,.---,1,234,60,36,8,23,0,1,.474,0.82,0,18.00,112,Chicago Cubs,/api/v1/teams/112,434567,Geovany Soto,/api/v1/people/434567,Geovany,Soto,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,35,7,3,3,0,1,0,0,2,0,0,5,0,.385,13,.385,.462,.847,0,0,.---,0,52,13,6,0,2,0,0,.455,1.00,0,-.--,146,Florida Marlins,/api/v1/teams/146,435180,Robert Andino,/api/v1/people/435180,Robert,Andino,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,36,19,7,9,4,1,1,2,5,2,0,13,0,.382,34,.417,.647,1.064,0,1,1.000,0,132,36,22,3,12,0,0,.407,0.78,0,17.00,119,Los Angeles Dodgers,/api/v1/teams/119,434704,Delwyn Young,/api/v1/people/434704,Delwyn,Young,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,37,9,3,4,4,1,0,2,3,3,0,6,0,.375,16,.474,.813,1.287,0,0,.---,0,68,19,13,3,4,0,0,.364,0.75,0,8.00,136,Seattle Mariners,/api/v1/teams/136,459943,Jeff Clement,/api/v1/people/459943,Jeff,Clement,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,37,3,2,1,1,0,0,0,2,0,0,3,0,.375,8,.375,.375,.750,0,0,.---,0,28,8,3,0,5,0,0,.500,2.00,0,-.--,146,Florida Marlins,/api/v1/teams/146,150137,Paul Hoover,/api/v1/people/150137,Paul,Hoover,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,37,14,9,15,9,5,0,1,1,3,1,15,1,.375,40,.432,.575,1.007,1,0,.000,1,150,44,23,12,12,0,0,.368,0.60,0,40.00,117,Houston Astros,/api/v1/teams/117,453525,J.R. Towles,/api/v1/people/453525,J.R.,Towles,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,40,157,150,155,117,54,0,28,79,76,8,216,2,.363,595,.434,.595,1.029,1,4,.800,20,2500,679,354,139,249,0,5,.381,0.97,1,21.25,116,Detroit Tigers,/api/v1/teams/116,120044,Magglio Ordonez,/api/v1/people/120044,Magglio,Ordonez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,9,Outfielder,Outfielder,RF,,,ALL,season,hitting
1173,2007,1,41,21,25,13,10,3,0,0,6,5,0,24,2,.358,67,.413,.403,.816,1,1,.500,0,247,75,27,11,17,0,1,.387,1.92,0,-.--,117,Houston Astros,/api/v1/teams/117,461811,Josh Anderson,/api/v1/people/461811,Josh,Anderson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,8,Outfielder,Outfielder,CF,,,ALL,season,hitting
1173,2007,1,42,9,6,8,2,0,0,0,4,4,0,10,0,.357,28,.438,.357,.795,0,1,1.000,1,110,32,10,0,7,0,0,.417,0.75,0,-.--,142,Minnesota Twins,/api/v1/teams/142,435714,Tommy Watkins,/api/v1/people/435714,Tommy,Watkins,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,hitting
1173,2007,1,43,33,38,24,20,7,1,3,15,8,0,41,1,.353,116,.394,.509,.903,0,9,1.000,2,466,127,59,18,41,0,2,.380,1.58,0,38.67,111,Boston Red Sox,/api/v1/teams/111,453056,Jacoby Ellsbury,/api/v1/people/453056,Jacoby,Ellsbury,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1173,2007,1,44,161,220,149,111,22,7,6,77,49,13,238,3,.351,678,.396,.431,.827,8,37,.822,7,2772,736,292,68,187,4,2,.389,1.48,0,113.00,136,Seattle Mariners,/api/v1/teams/136,400085,Ichiro Suzuki,/api/v1/people/400085,Ichiro,Suzuki,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,8,Outfielder,Outfielder,CF,,,ALL,season,hitting
1173,2007,1,45,18,15,22,16,9,0,4,11,10,0,25,1,.347,72,.429,.639,1.068,0,1,1.000,2,322,84,46,8,31,0,1,.362,0.68,0,18.00,133,Oakland Athletics,/api/v1/teams/133,435558,Daric Barton,/api/v1/people/435558,Daric,Barton,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,3,First Base,Infielder,1B,,,ALL,season,hitting
1173,2007,2,46,46,28,21,17,12,2,2,20,7,0,36,0,.343,105,.384,.552,.936,0,0,.---,1,439,112,58,14,33,0,0,.410,1.33,0,52.50,140,Texas Rangers,/api/v1/teams/140,461815,David Murphy,/api/v1/people/461815,David,Murphy,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1173,2007,1,47,98,58,71,47,12,5,10,66,16,0,100,0,.342,292,.373,.521,.894,5,10,.667,6,1094,311,152,42,118,0,3,.411,0.82,0,29.20,119,Los Angeles Dodgers,/api/v1/teams/119,461314,Matt Kemp,/api/v1/people/461314,Matt,Kemp,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,9,Outfielder,Outfielder,RF,,,ALL,season,hitting
1173,2007,1,48,39,19,17,12,8,2,0,14,5,0,26,1,.342,76,.390,.500,.890,0,0,.---,2,305,82,38,10,28,0,0,.419,1.12,0,-.--,158,Milwaukee Brewers,/api/v1/teams/158,434338,Joe Dillon,/api/v1/people/434338,Joe,Dillon,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,49,87,84,105,51,19,1,13,30,27,5,112,2,.341,328,.392,.524,.916,0,3,1.000,13,1119,360,172,49,152,0,3,.344,0.80,0,25.23,121,New York Mets,/api/v1/teams/121,110189,Moises Alou,/api/v1/people/110189,Moises,Alou,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1173,2007,1,50,142,178,185,105,36,3,9,30,37,3,200,11,.341,587,.388,.458,.846,3,7,.700,9,2247,641,269,67,194,2,4,.346,0.96,0,65.22,116,Detroit Tigers,/api/v1/teams/116,135784,Placido Polanco,/api/v1/people/135784,Placido,Polanco,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,4,Second Base,Infielder,2B,,,ALL,season,hitting
1173,2007,1,51,158,155,143,120,50,6,36,126,63,7,216,10,.340,636,.405,.607,1.012,4,11,.733,23,2607,713,386,137,263,0,4,.377,1.08,0,17.67,115,Colorado Rockies,/api/v1/teams/115,407812,Matt Holliday,/api/v1/people/407812,Matt,Holliday,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1173,2007,1,52,135,91,89,44,21,0,12,63,16,3,121,4,.338,358,.368,.497,.865,0,4,1.000,8,1295,384,178,45,140,1,5,.378,1.02,0,29.83,144,Atlanta Braves,/api/v1/teams/144,429841,Matt Diaz,/api/v1/people/429841,Matt,Diaz,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1173,2007,1,53,144,116,124,91,42,1,20,98,74,7,171,6,.338,506,.426,.543,.969,0,2,1.000,18,2259,589,275,90,259,0,3,.386,0.94,0,25.30,147,New York Yankees,/api/v1/teams/147,120691,Jorge Posada,/api/v1/people/120691,Jorge,Posada,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,54,134,147,123,108,42,4,29,75,82,10,173,0,.337,513,.425,.604,1.029,1,5,.833,21,2287,600,310,102,241,0,5,.348,1.20,0,17.69,144,Atlanta Braves,/api/v1/teams/144,116706,Chipper Jones,/api/v1/people/116706,Chipper,Jones,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,hitting
1173,2007,1,55,66,38,40,35,19,0,12,38,20,3,58,3,.335,173,.411,.653,1.064,0,2,1.000,2,797,197,113,39,63,0,1,.371,0.95,0,14.42,146,Florida Marlins,/api/v1/teams/146,425496,Cody Ross,/api/v1/people/425496,Cody,Ross,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,8,Outfielder,Outfielder,CF,,,ALL,season,hitting
1173,2007,1,56,3,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,8,3,1,1,0,0,0,.500,0.00,0,-.--,121,New York Mets,/api/v1/teams/121,407876,Chip Ambres,/api/v1/people/407876,Chip,Ambres,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,56,27,1,0,0,0,0,0,1,0,0,1,1,.333,3,.500,.333,.833,0,0,.---,0,13,4,1,0,0,0,0,.500,1.00,0,-.--,118,Kansas City Royals,/api/v1/teams/118,446454,Brian Bannister,/api/v1/people/446454,Brian,Bannister,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,2,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,10,3,1,0,1,0,0,.500,0.00,0,-.--,137,San Francisco Giants,/api/v1/teams/137,429715,Travis Blackley,/api/v1/people/429715,Travis,Blackley,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,5,3,0,1,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,19,4,1,0,0,1,0,.333,3.00,0,-.--,134,Pittsburgh Pirates,/api/v1/teams/134,425860,Bryan Bullington,/api/v1/people/425860,Bryan,Bullington,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,57,1,1,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,1,10,3,1,0,1,0,0,.333,1.00,0,-.--,137,San Francisco Giants,/api/v1/teams/137,425562,Vinnie Chulk,/api/v1/people/425562,Vinnie,Chulk,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,3,1,0,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,1,12,3,1,0,4,0,0,.500,1.00,0,-.--,143,Philadelphia Phillies,/api/v1/teams/143,407795,John Ennis,/api/v1/people/407795,John,Ennis,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,30,3,0,0,0,0,0,2,0,0,2,0,.333,6,.333,.333,.666,0,0,.---,0,18,7,2,0,5,1,0,.500,3.00,0,-.--,108,Los Angeles Angels,/api/v1/teams/108,113898,Kelvim Escobar,/api/v1/people/113898,Kelvim,Escobar,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,4,0,1,1,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--,121,New York Mets,/api/v1/teams/121,435038,Anderson Hernandez,/api/v1/people/435038,Anderson,Hernandez,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,56,10,1,1,1,0,0,0,2,0,0,2,0,.333,6,.333,.333,.666,0,0,.---,0,20,6,2,1,5,0,0,.500,1.00,0,-.--,139,Tampa Bay Devil Rays,/api/v1/teams/139,434442,J.P. Howell,/api/v1/people/434442,J.P.,Howell,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,56,6,0,2,1,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,1,1.000,0,9,3,1,0,2,0,0,.333,0.00,0,-.--,136,Seattle Mariners,/api/v1/teams/136,453531,Rob Johnson,/api/v1/people/453531,Rob,Johnson,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,2,56,30,2,0,1,1,0,0,0,0,0,1,0,.333,3,.333,.667,1.000,0,0,.---,0,13,3,2,2,0,0,0,.333,2.00,0,-.--,109,Arizona Diamondbacks,/api/v1/teams/109,406773,Joe Kennedy,/api/v1/people/406773,Joe,Kennedy,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
