total_splits,season,num_teams,rank,games_played,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,plate_appearances,total_bases,rbi,left_on_base,sac_bunts,sac_flies,babip,ground_outs_to_airouts,catchers_interference,at_bats_per_home_run,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
1141,2005,1,33,33,3,0,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,1,11,4,1,0,4,1,0,.333,3.00,0,-.--,133,Oakland Athletics,/api/v1/teams/133,430599,Joe Blanton,/api/v1/people/430599,Joe,Blanton,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,34,1,1,0,0,0,0,0,1,0,1,0,.333,3,.500,.333,.833,0,0,.---,0,11,4,1,0,2,0,0,.333,1.00,0,-.--,110,Baltimore Orioles,/api/v1/teams/110,136600,Bruce Chen,/api/v1/people/136600,Bruce,Chen,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,33,0,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,11,3,1,1,1,0,0,1.000,-.--,0,-.--,108,Los Angeles Angels,/api/v1/teams/108,112526,Bartolo Colon,/api/v1/people/112526,Bartolo,Colon,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,67,4,0,0,0,0,0,1,0,0,2,0,.333,6,.333,.333,.666,0,0,.---,1,20,7,2,1,3,1,0,.400,4.00,0,-.--,109,Arizona Diamondbacks,/api/v1/teams/109,433578,Lance Cormier,/api/v1/people/433578,Lance,Cormier,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,58,1,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,12,4,1,0,0,1,0,1.000,1.00,0,-.--,120,Washington Nationals,/api/v1/teams/120,113784,Joey Eischen,/api/v1/people/113784,Joey,Eischen,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,62,0,0,1,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,12,3,1,0,1,0,0,1.000,-.--,0,-.--,143,Philadelphia Phillies,/api/v1/teams/143,150269,Aaron Fultz,/api/v1/people/150269,Aaron,Fultz,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,4,5,1,1,1,0,1,0,0,0,3,1,.333,9,.400,.778,1.178,0,0,.---,2,26,10,7,3,4,0,0,.250,5.00,0,9.00,120,Washington Nationals,/api/v1/teams/120,430593,Brendan Harris,/api/v1/people/430593,Brendan,Harris,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,4,Second Base,Infielder,2B,,,ALL,season,hitting
1141,2005,1,33,24,1,0,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,13,3,1,0,1,0,0,.500,1.00,0,-.--,145,Chicago White Sox,/api/v1/teams/145,133340,Orlando Hernandez,/api/v1/people/133340,Orlando,Hernandez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,10,2,0,1,0,0,0,2,0,0,2,0,.333,6,.333,.333,.666,0,0,.---,0,25,6,2,0,2,0,0,.500,2.00,0,-.--,112,Chicago Cubs,/api/v1/teams/112,448179,Rich Hill,/api/v1/people/448179,Rich,Hill,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,68,0,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,14,3,1,0,0,0,0,1.000,-.--,0,-.--,146,Florida Marlins,/api/v1/teams/146,116734,Todd Jones,/api/v1/people/116734,Todd,Jones,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,10,3,1,0,1,0,0,.500,0.00,0,-.--,137,San Francisco Giants,/api/v1/teams/137,150219,Matt Kinney,/api/v1/people/150219,Matt,Kinney,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,32,1,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,13,4,1,0,1,1,0,1.000,1.00,0,-.--,118,Kansas City Royals,/api/v1/teams/118,117769,Jose Lima,/api/v1/people/117769,Jose,Lima,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,5,1,0,1,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,7,3,1,0,0,0,0,.500,1.00,0,-.--,108,Los Angeles Angels,/api/v1/teams/108,425772,Jeff Mathis,/api/v1/people/425772,Jeff,Mathis,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,10,Designated Hitter,Hitter,DH,,,ALL,season,hitting
1141,2005,1,33,31,1,1,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,9,3,1,0,0,0,0,.333,1.00,0,-.--,142,Minnesota Twins,/api/v1/teams/142,150222,Joe Mays,/api/v1/people/150222,Joe,Mays,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,29,1,0,0,0,0,0,1,1,0,1,0,.333,3,.500,.333,.833,0,0,.---,0,17,4,1,0,1,0,0,.500,1.00,0,-.--,146,Florida Marlins,/api/v1/teams/146,434591,Randy Messenger,/api/v1/people/434591,Randy,Messenger,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,12,1,0,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,8,3,1,1,0,0,0,.500,1.00,0,-.--,140,Texas Rangers,/api/v1/teams/140,400156,Ricardo Rodriguez,/api/v1/people/400156,Ricardo,Rodriguez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,30,1,0,0,0,1,0,1,0,0,1,0,.333,3,.333,1.000,1.333,0,0,.---,0,8,3,3,1,2,0,0,.500,1.00,0,-.--,140,Texas Rangers,/api/v1/teams/140,121386,Kenny Rogers,/api/v1/people/121386,Kenny,Rogers,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,31,2,1,1,1,0,1,1,0,0,2,0,.333,6,.333,1.000,1.333,0,0,.---,0,21,6,6,4,1,0,0,.250,2.00,0,6.00,114,Cleveland Indians,/api/v1/teams/114,282332,CC Sabathia,/api/v1/people/282332,CC,Sabathia,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,1,33,75,0,0,0,0,0,0,2,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,12,3,1,0,4,0,0,1.000,-.--,0,-.--,143,Philadelphia Phillies,/api/v1/teams/143,123790,Billy Wagner,/api/v1/people/123790,Billy,Wagner,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1141,2005,2,54,129,172,144,84,27,2,9,25,33,0,166,11,.331,501,.383,.447,.830,3,4,.571,12,1929,551,224,56,148,2,4,.333,1.19,0,55.67,116,Detroit Tigers,/api/v1/teams/116,135784,Placido Polanco,/api/v1/people/135784,Placido,Polanco,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,4,Second Base,Infielder,2B,,,ALL,season,hitting
1141,2005,1,55,159,197,162,114,40,5,24,91,58,0,221,3,.331,668,.385,.513,.898,2,5,.714,20,2730,732,343,91,228,0,3,.354,1.22,0,27.83,140,Texas Rangers,/api/v1/teams/140,276545,Michael Young,/api/v1/people/276545,Michael,Young,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,6,Shortstop,Infielder,SS,,,ALL,season,hitting
1141,2005,1,56,161,158,176,129,38,2,41,65,97,27,195,9,.330,591,.430,.609,1.039,2,16,.889,19,2720,700,360,117,251,0,3,.316,0.90,0,14.42,138,St. Louis Cardinals,/api/v1/teams/138,405395,Albert Pujols,/api/v1/people/405395,Albert,Pujols,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,3,First Base,Infielder,1B,,,ALL,season,hitting
1141,2005,1,57,36,25,14,14,7,0,2,22,13,0,30,0,.330,91,.413,.473,.886,0,1,1.000,6,438,104,43,16,44,0,0,.418,1.79,0,45.50,115,Colorado Rockies,/api/v1/teams/115,434626,Ryan Shealy,/api/v1/people/434626,Ryan,Shealy,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,3,First Base,Infielder,1B,,,ALL,season,hitting
1141,2005,1,58,26,20,27,12,8,0,1,11,18,0,28,1,.326,86,.448,.453,.901,1,3,.750,0,411,105,39,10,24,0,0,.365,0.74,0,86.00,119,Los Angeles Dodgers,/api/v1/teams/119,430632,Willy Aybar,/api/v1/people/430632,Willy,Aybar,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,hitting
1141,2005,2,59,62,53,39,32,11,1,2,34,8,1,57,1,.324,176,.353,.432,.785,5,8,.615,3,612,192,76,16,54,5,2,.387,1.36,0,88.00,137,San Francisco Giants,/api/v1/teams/137,400128,Alex Sanchez,/api/v1/people/400128,Alex,Sanchez,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1141,2005,1,60,158,139,157,106,43,2,33,125,64,12,198,2,.323,613,.385,.561,.946,0,1,1.000,20,2633,685,344,116,295,0,6,.358,0.89,0,18.58,146,Florida Marlins,/api/v1/teams/146,408234,Miguel Cabrera,/api/v1/people/408234,Miguel,Cabrera,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1141,2005,1,61,51,54,23,19,3,2,7,22,16,4,45,0,.321,140,.386,.521,.907,1,2,.667,4,553,160,73,14,63,2,2,.336,2.35,0,20.00,112,Chicago Cubs,/api/v1/teams/112,444875,Matt Murton,/api/v1/people/444875,Matt,Murton,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1141,2005,1,61,18,22,12,8,1,1,0,4,4,0,18,0,.321,56,.367,.375,.742,0,2,1.000,2,212,60,21,5,20,0,0,.346,1.83,0,-.--,142,Minnesota Twins,/api/v1/teams/142,150244,Jason Tyner,/api/v1/people/150244,Jason,Tyner,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1141,2005,1,63,123,118,133,67,21,3,19,43,56,1,137,3,.321,427,.400,.518,.918,1,5,.833,11,1673,490,221,63,171,0,4,.320,0.89,0,22.47,137,San Francisco Giants,/api/v1/teams/137,110189,Moises Alou,/api/v1/people/110189,Moises,Alou,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,hitting
1141,2005,1,64,162,139,136,124,29,1,48,139,91,8,194,16,.321,605,.421,.610,1.031,6,21,.778,8,2797,715,369,130,300,0,3,.347,1.02,0,12.60,147,New York Yankees,/api/v1/teams/147,121347,Alex Rodriguez,/api/v1/people/121347,Alex,Rodriguez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,hitting
1141,2005,1,65,87,97,86,48,15,4,5,45,24,3,107,2,.320,334,.368,.434,.802,3,2,.400,9,1336,361,145,23,125,0,1,.358,1.13,0,66.80,116,Detroit Tigers,/api/v1/teams/116,136722,Carlos Guillen,/api/v1/people/136722,Carlos,Guillen,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,6,Shortstop,Infielder,SS,,,ALL,season,hitting
1141,2005,1,66,144,107,161,92,45,2,20,80,106,22,163,9,.320,509,.445,.534,.979,0,3,1.000,14,2589,626,272,79,194,1,1,.349,0.66,0,25.45,115,Colorado Rockies,/api/v1/teams/115,115732,Todd Helton,/api/v1/people/115732,Todd,Helton,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,3,First Base,Infielder,1B,,,ALL,season,hitting
1141,2005,1,67,12,7,4,4,1,0,1,9,0,0,8,1,.320,25,.346,.480,.826,0,0,.---,2,88,29,12,1,8,3,0,.467,1.75,0,25.00,144,Atlanta Braves,/api/v1/teams/144,115399,Mike Hampton,/api/v1/people/115399,Mike,Hampton,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
