total_splits,season,num_teams,rank,games_played,games_started,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,era,innings_pitched,wins,losses,saves,save_opportunities,holds,blown_saves,earned_runs,whip,batters_faced,outs,games_pitched,complete_games,shutouts,strikes,strike_percentage,hit_batsmen,balks,wild_pitches,pickoffs,total_bases,ground_outs_to_airouts,win_percentage,pitches_per_inning,games_finished,strikeout_walk_ratio,strikeouts_per9inn,walks_per9inn,hits_per9inn,runs_scored_per9,home_runs_per9,inherited_runners,inherited_runners_scored,catchers_interference,sac_bunts,sac_flies,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
871,2022,1,1,2,1,11,4,0,2,0,0,6,1,0,7,1,.250,28,.300,.321,.621,0,0,.---,0,100,0.00,7.0,1,0,0,0,0,0,0,1.14,30,21,2,0,0,67,.670,1,0,1,0,9,2.75,1.000,14.29,0,6.00,7.71,1.29,9.00,0.00,0.00,0,0,0,0,0,139,Tampa Bay Rays,/api/v1/teams/139,630023,Yonny Chirinos,/api/v1/people/630023,Yonny,Chirinos,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,3,0,5,3,0,0,0,0,2,2,0,1,0,.091,11,.231,.091,.322,0,0,.---,0,50,0.00,3.1,0,0,0,0,0,0,0,0.90,13,10,3,0,0,28,.560,0,0,0,0,1,1.67,.---,15.00,2,1.00,5.40,5.40,2.70,0.00,0.00,0,0,0,0,0,121,New York Mets,/api/v1/teams/121,592222,Alex Claudio,/api/v1/people/592222,Alex,Claudio,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,2,0,3,3,0,0,0,0,0,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,0,28,0.00,2.0,0,0,0,0,0,0,0,1.00,8,6,2,0,0,17,.610,0,0,0,0,1,1.00,.---,14.00,2,0.00,0.00,4.50,4.50,0.00,0.00,0,0,0,0,0,140,Texas Rangers,/api/v1/teams/140,518586,Charlie Culberson,/api/v1/people/518586,Charlie,Culberson,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,pitching
871,2022,1,1,1,0,0,3,0,1,0,0,0,1,0,2,0,.400,5,.500,.600,1.100,0,0,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,3.00,6,3,1,0,0,10,.560,0,0,0,0,3,0.00,.---,18.00,1,0.00,0.00,9.00,18.00,0.00,0.00,0,0,0,0,0,138,St. Louis Cardinals,/api/v1/teams/138,572816,Corey Dickerson,/api/v1/people/572816,Corey,Dickerson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,pitching
871,2022,1,1,6,0,3,7,0,1,0,0,6,0,0,1,0,.059,17,.059,.118,.177,0,0,.---,0,55,0.00,5.1,0,0,0,0,2,0,0,0.19,17,16,6,0,0,41,.750,0,0,0,0,2,0.43,.---,10.31,0,-.--,10.13,0.00,1.69,0.00,0.00,6,1,0,0,0,120,Washington Nationals,/api/v1/teams/120,448281,Sean Doolittle,/api/v1/people/448281,Sean,Doolittle,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,2,0,8,7,0,0,0,0,3,3,0,5,1,.217,23,.333,.217,.550,0,0,.---,1,95,0.00,6.1,0,0,0,0,0,0,0,1.26,27,19,2,0,0,56,.590,1,0,0,0,5,1.14,.---,15.00,0,1.00,4.26,4.26,7.11,0.00,0.00,0,0,0,0,0,113,Cincinnati Reds,/api/v1/teams/113,664871,Kyle Dowdy,/api/v1/people/664871,Kyle,Dowdy,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,0,0,0,0,0,1,0,0,2,0,.500,4,.500,.500,1.000,0,0,.---,1,16,0.00,1.0,0,0,0,0,0,0,0,2.00,4,3,1,0,0,10,.630,0,0,0,0,2,1.00,.---,16.00,0,-.--,9.00,0.00,18.00,0.00,0.00,0,0,0,0,0,143,Philadelphia Phillies,/api/v1/teams/143,663975,Nick Duron,/api/v1/people/663975,Nick,Duron,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,22,2,17,32,1,0,0,0,25,5,0,7,0,.086,81,.140,.086,.226,0,0,.---,1,344,0.00,24.1,4,0,1,2,7,1,0,0.49,86,73,22,0,0,223,.650,0,0,0,0,7,0.53,1.000,14.14,3,5.00,9.25,1.85,2.59,0.37,0.00,10,1,0,0,0,139,Tampa Bay Rays,/api/v1/teams/139,656420,J.P. Feyereisen,/api/v1/people/656420,J.P.,Feyereisen,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,6,0,0,0,0,1,2,0,1,0,.111,9,.273,.111,.384,1,0,.000,0,50,0.00,3.0,0,0,0,0,0,0,0,1.00,11,9,1,0,0,31,.620,0,0,0,1,1,0.17,.---,16.67,0,0.50,3.00,6.00,3.00,0.00,0.00,0,0,0,0,0,121,New York Mets,/api/v1/teams/121,688010,Nate Fisher,/api/v1/people/688010,Nate,Fisher,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,.333,3,.333,.667,1.000,0,0,.---,0,9,0.00,0.2,0,0,0,0,0,0,0,1.50,3,2,1,0,0,7,.780,0,0,0,0,2,1.00,.---,13.50,1,-.--,13.50,0.00,13.50,0.00,0.00,2,1,0,0,0,141,Toronto Blue Jays,/api/v1/teams/141,670102,Bowden Francis,/api/v1/people/670102,Bowden,Francis,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,5,0,3,4,0,1,0,0,6,4,0,1,0,.071,14,.278,.143,.421,0,0,.---,0,67,0.00,4.1,0,0,0,0,0,0,0,1.15,18,13,5,0,0,41,.610,0,0,1,0,2,0.75,.---,15.46,3,1.50,12.46,8.31,2.08,0.00,0.00,0,0,0,0,0,136,Seattle Mariners,/api/v1/teams/136,571704,Ken Giles,/api/v1/people/571704,Ken,Giles,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,4,0.00,0.1,0,0,0,0,0,0,0,0.00,1,1,1,0,0,2,.500,0,0,0,0,0,1.00,.---,12.00,1,-.--,0.00,0.00,0.00,0.00,0.00,3,0,0,0,0,147,New York Yankees,/api/v1/teams/147,503556,Marwin Gonzalez,/api/v1/people/503556,Marwin,Gonzalez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,6,Shortstop,Infielder,SS,,,ALL,season,pitching
871,2022,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,5,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,3,.600,0,0,0,0,0,2.00,.---,5.00,1,-.--,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,108,Los Angeles Angels,/api/v1/teams/108,594838,Phil Gosselin,/api/v1/people/594838,Phil,Gosselin,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,4,Second Base,Infielder,2B,,,ALL,season,pitching
871,2022,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,0,2.00,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,115,Colorado Rockies,/api/v1/teams/115,545341,Randal Grichuk,/api/v1/people/545341,Randal,Grichuk,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,9,Outfielder,Outfielder,RF,,,ALL,season,pitching
871,2022,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,6,0.00,0.1,0,0,0,0,0,0,0,3.00,2,1,1,0,0,4,.670,0,0,0,0,1,0.00,.---,18.00,1,-.--,0.00,0.00,27.00,0.00,0.00,2,1,0,0,0,143,Philadelphia Phillies,/api/v1/teams/143,669742,Darick Hall,/api/v1/people/669742,Darick,Hall,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,3,First Base,Infielder,1B,,,ALL,season,pitching
871,2022,1,1,2,0,1,2,0,0,0,0,1,0,0,1,0,.200,5,.200,.200,.400,0,0,.---,0,12,0.00,1.1,0,0,0,0,0,0,0,0.75,5,4,2,0,0,7,.580,0,0,0,0,1,0.50,.---,9.00,1,-.--,6.75,0.00,6.75,0.00,0.00,0,0,0,0,0,144,Atlanta Braves,/api/v1/teams/144,543351,Jay Jackson,/api/v1/people/543351,Jay,Jackson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,11,0.00,0.2,0,0,0,0,0,0,0,1.50,3,2,1,0,0,8,.730,0,0,0,0,1,1.00,.---,16.50,1,-.--,0.00,0.00,13.50,0.00,0.00,2,2,0,0,0,138,St. Louis Cardinals,/api/v1/teams/138,668800,Andrew Knizner,/api/v1/people/668800,Andrew,Knizner,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,pitching
871,2022,1,1,2,0,3,6,0,2,0,0,4,3,0,3,0,.188,16,.316,.313,.629,0,0,.---,0,76,0.00,5.0,0,0,0,0,1,0,0,1.20,19,15,2,0,0,39,.510,0,0,1,0,5,0.50,.---,15.20,0,1.33,7.20,5.40,5.40,0.00,0.00,1,0,0,0,0,134,Pittsburgh Pirates,/api/v1/teams/134,668820,Max Kranick,/api/v1/people/668820,Max,Kranick,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,.000,6,.000,.000,.000,0,0,.---,0,17,0.00,2.0,0,0,0,0,0,0,0,0.00,6,6,1,0,0,11,.650,0,0,0,0,0,0.20,.---,8.50,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,114,Cleveland Guardians,/api/v1/teams/114,506702,Sandy Leon,/api/v1/people/506702,Sandy,Leon,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,pitching
871,2022,1,1,3,0,2,2,0,1,0,0,3,5,0,1,0,.125,8,.462,.250,.712,0,0,.---,1,61,0.00,3.0,0,0,0,0,0,0,0,2.00,13,9,3,0,0,28,.460,0,0,0,0,2,1.00,.---,20.33,1,0.60,9.00,15.00,3.00,0.00,0.00,4,2,0,0,0,133,Oakland Athletics,/api/v1/teams/133,571917,Parker Markel,/api/v1/people/571917,Parker,Markel,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,13,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,8,.620,0,0,0,0,1,0.50,.---,13.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0,108,Los Angeles Angels,/api/v1/teams/108,608686,Jack Mayfield,/api/v1/people/608686,Jack,Mayfield,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,4,Second Base,Infielder,2B,,,ALL,season,pitching
871,2022,1,1,1,0,2,7,1,0,0,0,1,0,0,4,0,.286,14,.286,.286,.572,0,0,.---,0,46,0.00,3.0,0,0,0,0,0,0,0,1.33,14,9,1,0,0,31,.670,0,0,0,0,4,0.29,.---,15.33,1,-.--,3.00,0.00,12.00,3.00,0.00,0,0,0,0,0,139,Tampa Bay Rays,/api/v1/teams/139,668834,Easton McGee,/api/v1/people/668834,Easton,McGee,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,7,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.860,0,0,0,0,0,0.50,.---,7.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,111,Boston Red Sox,/api/v1/teams/111,624512,Reese McGuire,/api/v1/people/624512,Reese,McGuire,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,pitching
871,2022,1,1,2,0,2,2,0,0,0,0,2,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,0,31,0.00,2.0,0,0,0,0,1,0,0,1.00,8,6,2,0,0,21,.680,0,0,0,0,1,1.00,.---,15.50,0,2.00,9.00,4.50,4.50,0.00,0.00,0,0,0,0,0,134,Pittsburgh Pirates,/api/v1/teams/134,683232,Nick Mears,/api/v1/people/683232,Nick,Mears,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,.250,4,.400,.250,.650,0,0,.---,0,24,0.00,1.0,0,0,0,0,0,0,0,1.00,5,3,1,0,0,14,.580,1,0,0,0,1,1.00,.---,24.00,0,-.--,9.00,0.00,9.00,0.00,0.00,1,0,0,0,0,112,Chicago Cubs,/api/v1/teams/112,669214,Conner Menez,/api/v1/people/669214,Conner,Menez,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,3,0,3,8,0,0,0,0,0,0,0,1,0,.083,12,.083,.083,.166,0,0,.---,0,33,0.00,3.2,0,0,0,0,0,0,0,0.27,12,11,3,0,0,21,.640,0,0,0,0,1,0.38,.---,9.00,3,-.--,0.00,0.00,2.45,0.00,0.00,2,0,0,0,0,133,Oakland Athletics,/api/v1/teams/133,641914,Sheldon Neuse,/api/v1/people/641914,Sheldon,Neuse,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,pitching
871,2022,1,1,2,0,3,2,0,0,0,0,1,1,0,0,1,.000,6,.250,.000,.250,0,0,.---,0,40,0.00,2.0,0,0,0,0,1,0,0,0.50,8,6,2,0,0,26,.650,1,0,0,0,0,1.50,.---,20.00,0,1.00,4.50,4.50,0.00,0.00,0.00,0,0,0,0,0,143,Philadelphia Phillies,/api/v1/teams/143,657697,Vinny Nittoli,/api/v1/people/657697,Vinny,Nittoli,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,2,0,0,0,0,0,1,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,0,23,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,14,.610,0,0,0,0,1,2.00,.---,23.00,1,1.00,9.00,9.00,9.00,0.00,0.00,0,0,0,0,0,136,Seattle Mariners,/api/v1/teams/136,676617,Riley O'Brien,/api/v1/people/676617,Riley,O'Brien,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,0,8,0.00,0.2,0,0,0,0,0,0,0,1.50,3,2,2,0,0,6,.750,0,0,0,0,1,0.00,.---,12.00,2,-.--,13.50,0.00,13.50,0.00,0.00,3,0,0,0,0,142,Minnesota Twins,/api/v1/teams/142,650339,Jermaine Palacios,/api/v1/people/650339,Jermaine,Palacios,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,6,Shortstop,Infielder,SS,,,ALL,season,pitching
871,2022,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,8,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.630,0,0,0,0,0,2.00,.---,8.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,158,Milwaukee Brewers,/api/v1/teams/158,607054,Jace Peterson,/api/v1/people/607054,Jace,Peterson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,5,Third Base,Infielder,3B,,,ALL,season,pitching
871,2022,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,12,.670,0,0,0,0,1,0.00,.---,18.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0,111,Boston Red Sox,/api/v1/teams/111,608700,Kevin Plawecki,/api/v1/people/608700,Kevin,Plawecki,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,pitching
871,2022,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,.000,2,.333,.000,.333,0,0,.---,1,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,1,0,0,0,0,1.00,.---,10.00,1,-.--,9.00,0.00,0.00,0.00,0.00,1,1,0,0,0,112,Chicago Cubs,/api/v1/teams/112,614177,Franmil Reyes,/api/v1/people/614177,Franmil,Reyes,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,7,Outfielder,Outfielder,LF,,,ALL,season,pitching
871,2022,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.670,0,0,0,0,0,0.50,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,158,Milwaukee Brewers,/api/v1/teams/158,622569,Pablo Reyes,/api/v1/people/622569,Pablo,Reyes,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,6,Shortstop,Infielder,SS,,,ALL,season,pitching
871,2022,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,18,0.00,1.0,0,0,0,0,1,0,0,1.00,4,3,1,0,0,13,.720,0,0,1,0,1,1.00,.---,18.00,0,-.--,9.00,0.00,9.00,0.00,0.00,0,0,0,0,0,140,Texas Rangers,/api/v1/teams/140,666720,Yerry Rodriguez,/api/v1/people/666720,Yerry,Rodriguez,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,3,9,0,0,0,0,4,3,0,1,0,.059,17,.200,.059,.259,0,1,1.000,0,86,0.00,5.0,1,0,0,0,0,0,0,0.80,20,15,1,0,0,49,.570,0,0,0,0,1,0.33,1.000,17.20,0,1.33,7.20,5.40,1.80,0.00,0.00,0,0,0,0,0,138,St. Louis Cardinals,/api/v1/teams/138,667373,Angel Rondon,/api/v1/people/667373,Angel,Rondon,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
871,2022,1,1,1,0,1,5,0,0,0,0,0,0,0,1,0,.143,7,.143,.143,.286,0,0,.---,0,14,0.00,2.0,0,0,0,0,0,0,0,0.50,7,6,1,0,0,10,.710,0,0,0,0,1,0.20,.---,7.00,1,-.--,0.00,0.00,4.50,0.00,0.00,0,0,0,0,0,121,New York Mets,/api/v1/teams/121,573131,Darin Ruf,/api/v1/people/573131,Darin,Ruf,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,10,Designated Hitter,Hitter,DH,,,ALL,season,pitching
871,2022,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,0,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,115,Colorado Rockies,/api/v1/teams/115,661531,Brian Serven,/api/v1/people/661531,Brian,Serven,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,pitching
