total_splits,season,num_teams,rank,games_played,games_started,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,era,innings_pitched,wins,losses,saves,save_opportunities,holds,blown_saves,earned_runs,whip,batters_faced,outs,games_pitched,complete_games,shutouts,strikes,strike_percentage,hit_batsmen,balks,wild_pitches,pickoffs,total_bases,ground_outs_to_airouts,win_percentage,pitches_per_inning,games_finished,strikeout_walk_ratio,strikeouts_per9inn,walks_per9inn,hits_per9inn,runs_scored_per9,home_runs_per9,inherited_runners,inherited_runners_scored,catchers_interference,sac_bunts,sac_flies,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
664,2009,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,19,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,12,.630,0,0,0,0,1,0.00,.---,19.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0,146,Florida Marlins,/api/v1/teams/146,425496,Cody Ross,/api/v1/people/425496,Cody,Ross,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,9,Outfielder,Outfielder,RF,,,ALL,season,pitching
664,2009,1,1,1,0,0,2,0,1,0,0,1,1,0,1,1,.250,4,.500,.500,1.000,0,0,.---,0,31,0.00,1.0,0,0,0,0,0,0,0,2.00,6,3,1,0,0,17,.550,1,0,0,0,2,0.00,.---,31.00,0,1.00,9.00,9.00,9.00,0.00,0.00,2,2,0,0,0,114,Cleveland Indians,/api/v1/teams/114,457858,Rich Rundles,/api/v1/people/457858,Rich,Rundles,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,1,1,0,0,2,0,0,0,0,1,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,0,22,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,12,.550,0,0,0,0,1,0.00,.---,22.00,1,1.00,9.00,9.00,9.00,0.00,0.00,0,0,0,0,0,147,New York Yankees,/api/v1/teams/147,430897,Nick Swisher,/api/v1/people/430897,Nick,Swisher,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,9,Outfielder,Outfielder,RF,,,ALL,season,pitching
664,2009,1,1,1,0,0,2,0,1,0,0,0,1,0,1,0,.333,3,.500,.667,1.167,0,0,.---,0,15,0.00,0.2,0,0,0,0,0,0,0,3.00,4,2,1,0,0,9,.600,0,0,0,0,2,0.00,.---,22.50,1,0.00,0.00,13.50,13.50,0.00,0.00,1,1,0,0,0,111,Boston Red Sox,/api/v1/teams/111,457508,Jonathan Van Every,/api/v1/people/457508,Jonathan,Van Every,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,8,Outfielder,Outfielder,CF,,,ALL,season,pitching
664,2009,1,15,11,1,7,24,2,2,1,1,20,4,0,10,0,.164,61,.215,.279,.494,0,1,1.000,0,257,0.53,17.0,1,0,0,0,1,0,1,0.82,65,51,11,0,0,173,.670,0,0,0,0,17,0.29,1.000,15.12,1,5.00,10.59,2.12,5.29,1.06,0.53,7,2,0,0,0,133,Oakland Athletics,/api/v1/teams/133,489020,Brad Kilby,/api/v1/people/489020,Brad,Kilby,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,16,37,0,38,31,9,0,1,1,45,8,1,14,0,.111,126,.164,.151,.315,1,2,.667,0,561,0.73,37.0,0,0,0,1,15,1,3,0.59,136,111,37,0,0,382,.680,0,0,1,0,19,1.23,.---,15.16,5,5.63,10.95,1.95,3.41,2.19,0.24,5,2,0,2,0,135,San Diego Padres,/api/v1/teams/135,430606,Mike Adams,/api/v1/people/430606,Mike,Adams,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,17,11,0,17,11,1,1,0,0,7,1,0,10,0,.227,44,.244,.250,.494,0,1,1.000,1,131,0.75,12.0,0,0,0,0,0,0,1,0.92,46,36,11,0,0,95,.730,0,1,0,0,11,1.55,.---,10.92,6,7.00,5.25,0.75,7.50,0.75,0.00,7,3,0,1,0,112,Chicago Cubs,/api/v1/teams/112,448753,Justin Berg,/api/v1/people/448753,Justin,Berg,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,18,11,0,7,8,1,0,0,1,11,5,0,6,1,.188,32,.316,.281,.597,0,1,1.000,0,156,1.04,8.2,0,0,0,0,2,0,1,1.27,38,26,11,0,0,95,.610,1,0,0,0,9,0.88,.---,18.00,0,2.20,11.42,5.19,6.23,1.04,1.04,9,3,0,0,0,137,San Francisco Giants,/api/v1/teams/137,502130,Dan Runzler,/api/v1/people/502130,Dan,Runzler,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,19,14,0,12,24,4,6,1,0,17,3,0,15,3,.221,68,.284,.338,.622,1,0,.000,3,298,1.40,19.1,1,0,0,0,2,0,3,0.93,74,58,14,0,0,194,.650,3,0,0,0,23,0.50,1.000,15.41,2,5.67,7.91,1.40,6.98,1.86,0.00,6,4,0,0,0,112,Chicago Cubs,/api/v1/teams/112,534428,Esmailin Caridad,/api/v1/people/534428,Esmailin,Caridad,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,20,42,0,25,42,6,4,1,3,22,16,0,22,1,.206,107,.310,.346,.656,0,1,1.000,3,562,1.50,30.0,2,1,0,0,13,0,5,1.27,128,90,42,0,0,320,.570,1,0,2,0,37,0.60,.667,18.73,3,1.38,6.60,4.80,6.60,1.80,0.90,30,7,0,2,2,143,Philadelphia Phillies,/api/v1/teams/143,113961,Scott Eyre,/api/v1/people/113961,Scott,Eyre,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,21,6,0,19,8,6,4,0,0,3,4,0,13,0,.310,42,.362,.405,.767,1,1,.500,3,193,1.69,10.2,1,0,0,1,0,1,2,1.59,47,32,6,0,0,113,.590,0,0,0,0,17,2.38,1.000,18.09,5,0.75,2.53,3.38,10.97,5.06,0.00,6,4,0,0,1,116,Detroit Tigers,/api/v1/teams/116,451767,Freddy Dolsi,/api/v1/people/451767,Freddy,Dolsi,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,2,22,72,0,62,80,13,13,0,4,61,24,4,53,2,.209,254,.281,.307,.588,0,5,1.000,4,1143,1.70,69.0,1,1,21,26,11,5,13,1.12,282,207,72,0,0,727,.640,2,0,1,0,78,0.78,.500,16.57,39,2.54,7.96,3.13,6.91,1.70,0.52,17,4,0,1,1,119,Los Angeles Dodgers,/api/v1/teams/119,430941,George Sherrill,/api/v1/people/430941,George,Sherrill,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,2,23,17,0,8,12,5,3,0,1,26,8,0,8,1,.154,52,.279,.269,.548,0,2,1.000,1,274,1.72,15.2,1,1,0,0,6,0,3,1.02,63,47,17,0,0,173,.630,1,0,1,0,14,0.67,.500,17.49,2,3.25,14.94,4.60,4.60,2.87,0.57,1,0,0,2,0,111,Boston Red Sox,/api/v1/teams/111,123790,Billy Wagner,/api/v1/people/123790,Billy,Wagner,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,24,74,0,85,32,14,8,0,3,55,31,3,42,3,.197,213,.306,.277,.583,1,4,.800,18,962,1.73,62.1,2,2,0,0,33,0,12,1.17,248,187,74,0,0,565,.590,3,0,5,1,59,2.66,.500,15.43,8,1.77,7.94,4.48,6.06,2.02,0.43,54,15,0,0,1,137,San Francisco Giants,/api/v1/teams/137,346793,Jeremy Affeldt,/api/v1/people/346793,Jeremy,Affeldt,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,25,20,0,21,33,6,1,1,2,39,8,0,13,3,.124,105,.207,.210,.417,0,1,1.000,1,507,1.74,31.0,1,0,2,3,9,1,6,0.68,117,93,20,0,0,322,.640,3,0,0,0,22,0.64,1.000,16.35,3,4.88,11.32,2.32,3.77,1.74,0.58,18,4,0,1,0,140,Texas Rangers,/api/v1/teams/140,491703,Neftali Feliz,/api/v1/people/491703,Neftali,Feliz,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,2,25,36,0,39,48,8,4,0,3,30,15,1,25,2,.177,141,.264,.270,.534,2,3,.600,4,670,1.74,41.1,1,0,0,2,11,2,8,0.97,159,124,36,0,0,399,.600,2,0,0,2,38,0.81,1.000,16.21,6,2.00,6.53,3.27,5.44,1.74,0.65,26,3,0,0,1,158,Milwaukee Brewers,/api/v1/teams/158,282567,Claudio Vargas,/api/v1/people/282567,Claudio,Vargas,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,27,66,0,82,42,14,5,1,7,72,12,1,48,1,.197,244,.237,.311,.548,1,2,.667,3,1027,1.76,66.1,3,3,44,46,0,2,13,0.90,257,199,66,0,0,687,.670,1,0,1,0,76,1.95,.500,15.48,55,6.00,9.77,1.63,6.51,1.90,0.95,20,5,0,0,0,147,New York Yankees,/api/v1/teams/147,121250,Mariano Rivera,/api/v1/people/121250,Mariano,Rivera,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,28,30,0,19,28,8,3,2,1,25,9,1,22,1,.239,92,.314,.348,.662,0,2,1.000,3,390,1.78,25.1,3,0,2,2,9,0,5,1.22,104,76,30,0,0,243,.620,1,1,1,0,32,0.68,1.000,15.39,9,2.78,8.88,3.20,7.82,2.84,0.36,15,3,0,2,0,146,Florida Marlins,/api/v1/teams/146,407791,Brendan Donnelly,/api/v1/people/407791,Brendan,Donnelly,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,29,4,1,12,7,2,0,1,2,10,3,1,8,0,.229,35,.282,.457,.739,0,0,.---,1,156,1.80,10.0,0,0,0,0,0,0,2,1.10,40,30,4,0,0,99,.630,0,0,0,0,16,1.71,.---,15.60,1,3.33,9.00,2.70,7.20,1.80,1.80,3,1,0,1,1,137,San Francisco Giants,/api/v1/teams/137,518516,Madison Bumgarner,/api/v1/people/518516,Madison,Bumgarner,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,30,55,0,45,67,11,5,0,2,48,14,2,35,1,.183,191,.240,.241,.481,0,1,1.000,3,744,1.83,54.0,3,2,37,41,0,4,11,0.91,210,162,55,0,0,485,.650,1,0,2,0,46,0.67,.600,13.78,46,3.43,8.00,2.33,5.83,1.83,0.33,8,4,0,2,2,158,Milwaukee Brewers,/api/v1/teams/158,116034,Trevor Hoffman,/api/v1/people/116034,Trevor,Hoffman,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,31,68,0,72,87,17,5,2,5,91,24,3,49,0,.167,294,.228,.248,.476,0,1,1.000,3,1261,1.84,83.1,6,3,26,30,2,4,17,0.88,323,250,68,0,0,819,.650,0,0,6,0,73,0.83,.667,15.13,54,3.79,9.83,2.59,5.29,1.84,0.54,22,8,0,3,2,133,Oakland Athletics,/api/v1/teams/133,457732,Andrew Bailey,/api/v1/people/457732,Andrew,Bailey,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,2,32,68,0,51,62,14,5,0,3,56,18,1,41,5,.199,206,.276,.267,.543,4,7,.636,6,919,1.84,58.2,2,1,2,2,20,0,12,1.01,233,176,68,0,0,599,.650,5,0,1,0,55,0.82,.667,15.66,15,3.11,8.59,2.76,6.29,2.15,0.46,45,15,0,1,3,140,Texas Rangers,/api/v1/teams/140,503285,Darren O'Day,/api/v1/people/503285,Darren,O'Day,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,33,66,0,37,90,15,10,0,5,76,24,1,54,4,.213,254,.289,.311,.600,1,10,.909,0,1184,1.85,68.0,1,1,38,41,0,3,14,1.15,285,204,66,0,0,768,.650,4,0,0,0,79,0.41,.500,17.41,59,3.17,10.06,3.18,7.15,1.99,0.66,16,4,0,1,2,111,Boston Red Sox,/api/v1/teams/111,449097,Jonathan Papelbon,/api/v1/people/449097,Jonathan,Papelbon,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,34,62,0,68,64,13,11,0,2,44,24,3,49,1,.220,223,.296,.296,.592,1,1,.500,4,971,1.92,61.0,4,3,38,43,1,5,13,1.20,250,183,62,0,0,639,.660,1,0,1,1,66,1.06,.571,15.92,54,1.83,6.49,3.54,7.23,1.92,0.30,19,2,0,0,2,138,St. Louis Cardinals,/api/v1/teams/138,211041,Ryan Franklin,/api/v1/people/211041,Ryan,Franklin,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,35,67,0,35,68,13,4,2,1,69,30,4,36,1,.180,200,.285,.235,.520,3,7,.700,0,1011,1.95,60.0,2,2,0,5,12,5,13,1.10,239,180,67,0,0,585,.580,1,0,2,4,47,0.51,.500,16.85,15,2.30,10.35,4.50,5.40,1.95,0.15,40,12,0,4,4,146,Florida Marlins,/api/v1/teams/146,425606,Kiko Calero,/api/v1/people/425606,Kiko,Calero,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,36,30,0,57,38,10,8,1,2,20,15,3,29,1,.209,139,.288,.324,.612,1,0,.000,5,570,2.03,40.0,4,0,0,0,2,0,9,1.10,160,120,30,0,0,346,.610,1,0,0,0,45,1.50,1.000,14.25,10,1.33,4.50,3.38,6.53,2.25,0.45,11,4,0,4,1,138,St. Louis Cardinals,/api/v1/teams/138,458003,Blake Hawksworth,/api/v1/people/458003,Blake,Hawksworth,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,37,69,0,91,57,21,8,1,4,64,29,7,52,6,.201,259,.294,.286,.580,1,6,.857,6,1109,2.04,70.2,4,3,0,7,12,7,16,1.15,299,212,69,0,0,693,.620,6,0,4,0,74,1.60,.571,15.69,13,2.21,8.15,3.69,6.62,2.67,0.51,36,10,0,3,2,119,Los Angeles Dodgers,/api/v1/teams/119,430613,Ronald Belisario,/api/v1/people/430613,Ronald,Belisario,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,38,70,0,34,49,11,6,0,5,46,11,1,31,2,.197,157,.257,.331,.588,1,1,.500,2,629,2.06,43.2,4,1,0,1,15,1,10,0.96,173,131,70,0,0,409,.650,2,0,1,1,52,0.69,.800,14.40,9,4.18,9.48,2.27,6.39,2.27,1.03,54,9,0,2,1,138,St. Louis Cardinals,/api/v1/teams/138,119125,Trever Miller,/api/v1/people/119125,Trever,Miller,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,39,70,0,53,63,16,8,2,7,89,22,1,42,2,.171,246,.244,.305,.549,0,5,1.000,2,1148,2.10,68.2,2,2,47,52,0,5,16,0.93,271,206,70,0,0,739,.640,2,0,4,0,75,0.84,.500,16.72,62,4.05,11.67,2.88,5.50,2.10,0.92,13,0,0,1,0,142,Minnesota Twins,/api/v1/teams/142,150274,Joe Nathan,/api/v1/people/150274,Joe,Nathan,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,40,65,0,76,60,16,6,1,7,45,16,2,60,2,.253,237,.304,.376,.680,3,5,.625,7,1012,2.13,63.1,1,4,11,15,19,4,15,1.20,259,190,65,0,0,640,.630,2,0,2,0,89,1.27,.200,15.98,34,2.81,6.39,2.27,8.53,2.27,0.99,5,3,0,2,2,117,Houston Astros,/api/v1/teams/117,115629,LaTroy Hawkins,/api/v1/people/115629,LaTroy,Hawkins,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,41,29,0,24,9,5,4,0,1,25,8,3,16,1,.219,73,.305,.315,.620,1,3,.750,3,333,2.14,21.0,1,1,0,1,6,1,5,1.14,83,63,29,0,0,197,.590,1,0,0,0,23,2.67,.500,15.86,4,3.13,10.71,3.43,6.86,2.14,0.43,25,6,0,1,0,117,Houston Astros,/api/v1/teams/117,463645,Sammy Gervacio,/api/v1/people/463645,Sammy,Gervacio,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,42,33,33,194,229,64,47,5,11,242,51,0,195,4,.230,849,.276,.336,.612,9,5,.357,17,3477,2.16,229.1,16,8,0,0,0,0,55,1.07,915,688,33,6,3,2206,.630,4,0,5,1,285,0.85,.667,15.16,0,4.75,9.50,2.00,7.65,2.51,0.43,0,0,0,8,3,118,Kansas City Royals,/api/v1/teams/118,425844,Zack Greinke,/api/v1/people/425844,Zack,Greinke,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,43,68,0,63,67,21,9,0,2,58,30,2,58,0,.243,239,.322,.305,.627,4,3,.429,7,1108,2.16,66.2,2,6,39,43,0,4,16,1.32,276,200,68,0,0,692,.620,0,0,3,1,73,0.94,.250,16.62,59,1.93,7.83,4.05,7.83,2.83,0.27,4,3,0,3,4,113,Cincinnati Reds,/api/v1/teams/113,150188,Francisco Cordero,/api/v1/people/150188,Francisco,Cordero,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,44,47,0,41,50,14,6,1,5,69,16,1,44,2,.219,201,.281,.333,.614,1,0,.000,3,905,2.21,53.0,3,2,30,33,0,3,13,1.13,222,159,47,0,0,597,.660,2,0,3,0,67,0.82,.600,17.08,41,4.31,11.72,2.72,7.47,2.38,0.85,18,8,0,1,2,118,Kansas City Royals,/api/v1/teams/118,465657,Joakim Soria,/api/v1/people/465657,Joakim,Soria,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,45,28,28,259,146,49,29,4,7,144,38,1,156,7,.226,691,.272,.310,.582,4,2,.333,23,2670,2.24,192.2,17,4,0,0,0,0,48,1.01,750,578,28,3,1,1747,.650,7,0,1,0,214,1.77,.810,13.86,0,3.79,6.73,1.78,7.29,2.29,0.33,0,0,0,10,4,138,St. Louis Cardinals,/api/v1/teams/138,112020,Chris Carpenter,/api/v1/people/112020,Chris,Carpenter,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,46,20,0,14,10,4,3,0,0,8,4,1,12,1,.279,43,.354,.349,.703,1,0,.000,3,183,2.25,12.0,0,0,0,0,5,0,3,1.33,49,36,20,0,0,106,.580,1,0,0,1,15,1.40,.---,15.25,4,2.00,6.00,3.00,9.00,3.00,0.00,17,1,0,1,0,110,Baltimore Orioles,/api/v1/teams/110,441368,Alberto Castillo,/api/v1/people/441368,Alberto,Castillo,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
664,2009,1,46,3,0,4,4,1,0,0,0,3,4,0,4,0,.267,15,.421,.267,.688,0,2,1.000,1,63,2.25,4.0,0,0,0,0,0,0,1,2.00,19,12,3,0,0,33,.520,0,0,0,0,4,1.00,.---,15.75,0,0.75,6.75,9.00,9.00,2.25,0.00,8,3,0,0,0,121,New York Mets,/api/v1/teams/121,407154,Casey Fossum,/api/v1/people/407154,Casey,Fossum,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
